PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,age_group,fare_group,gender_male,embarked_Q,embarked_S,master,miss,mr,mrs
749,0,1,19.0,1,0,53.1,1.0,2,1,0,1,0,0,1,0
750,0,3,31.0,0,0,7.75,1.0,0,1,1,0,0,0,1,0
751,1,2,4.0,1,1,23.0,0.0,1,0,0,1,0,1,0,0
752,1,3,6.0,0,1,12.475,0.0,1,1,0,1,1,0,0,0
753,0,3,33.0,0,0,9.5,1.0,0,1,0,1,0,0,1,0
754,0,3,23.0,0,0,7.8958,1.0,0,1,0,1,0,0,1,0
755,1,2,48.0,1,2,65.0,1.0,2,0,0,1,0,0,0,1
756,1,2,0.67,1,1,14.5,0.0,1,1,0,1,1,0,0,0
757,0,3,28.0,0,0,7.7958,1.0,0,1,0,1,0,0,1,0
758,0,2,18.0,0,0,11.5,1.0,1,1,0,1,0,0,1,0
759,0,3,34.0,0,0,8.05,1.0,0,1,0,1,0,0,1,0
760,1,1,33.0,0,0,86.5,1.0,2,0,0,1,0,0,0,0
761,0,3,,0,0,14.5,,1,1,0,1,0,0,1,0
762,0,3,41.0,0,0,7.125,1.0,0,1,0,1,0,0,1,0
763,1,3,20.0,0,0,7.2292,1.0,0,1,0,0,0,0,1,0
764,1,1,36.0,1,2,120.0,1.0,2,0,0,1,0,0,0,1
765,0,3,16.0,0,0,7.775,1.0,0,1,0,1,0,0,1,0
766,1,1,51.0,1,0,77.9583,1.0,2,0,0,1,0,0,0,1
767,0,1,,0,0,39.6,,1,1,0,0,0,0,0,0
768,0,3,30.5,0,0,7.75,1.0,0,0,1,0,0,1,0,0
769,0,3,,1,0,24.15,,1,1,1,0,0,0,1,0
770,0,3,32.0,0,0,8.3625,1.0,0,1,0,1,0,0,1,0
771,0,3,24.0,0,0,9.5,1.0,0,1,0,1,0,0,1,0
772,0,3,48.0,0,0,7.8542,1.0,0,1,0,1,0,0,1,0
773,0,2,57.0,0,0,10.5,2.0,0,0,0,1,0,0,0,1
774,0,3,,0,0,7.225,,0,1,0,0,0,0,1,0
775,1,2,54.0,1,3,23.0,1.0,1,0,0,1,0,0,0,1
776,0,3,18.0,0,0,7.75,1.0,0,1,0,1,0,0,1,0
777,0,3,,0,0,7.75,,0,1,1,0,0,0,1,0
778,1,3,5.0,0,0,12.475,0.0,1,0,0,1,0,1,0,0
779,0,3,,0,0,7.7375,,0,1,1,0,0,0,1,0
780,1,1,43.0,0,1,211.3375,1.0,2,0,0,1,0,0,0,1
781,1,3,13.0,0,0,7.2292,0.0,0,0,0,0,0,1,0,0
782,1,1,17.0,1,0,57.0,1.0,2,0,0,1,0,0,0,1
783,0,1,29.0,0,0,30.0,1.0,1,1,0,1,0,0,1,0
784,0,3,,1,2,23.45,,1,1,0,1,0,0,1,0
785,0,3,25.0,0,0,7.05,1.0,0,1,0,1,0,0,1,0
786,0,3,25.0,0,0,7.25,1.0,0,1,0,1,0,0,1,0
787,1,3,18.0,0,0,7.4958,1.0,0,0,0,1,0,1,0,0
788,0,3,8.0,4,1,29.125,0.0,1,1,1,0,1,0,0,0
789,1,3,1.0,1,2,20.575,0.0,1,1,0,1,1,0,0,0
790,0,1,46.0,0,0,79.2,1.0,2,1,0,0,0,0,1,0
791,0,3,,0,0,7.75,,0,1,1,0,0,0,1,0
792,0,2,16.0,0,0,26.0,1.0,1,1,0,1,0,0,1,0
793,0,3,,8,2,69.55,,2,0,0,1,0,1,0,0
794,0,1,,0,0,30.6958,,1,1,0,0,0,0,1,0
795,0,3,25.0,0,0,7.8958,1.0,0,1,0,1,0,0,1,0
796,0,2,39.0,0,0,13.0,1.0,1,1,0,1,0,0,1,0
797,1,1,49.0,0,0,25.9292,1.0,1,0,0,1,0,0,0,0
798,1,3,31.0,0,0,8.6833,1.0,0,0,0,1,0,0,0,1
799,0,3,30.0,0,0,7.2292,1.0,0,1,0,0,0,0,1,0
800,0,3,30.0,1,1,24.15,1.0,1,0,0,1,0,0,0,1
801,0,2,34.0,0,0,13.0,1.0,1,1,0,1,0,0,1,0
802,1,2,31.0,1,1,26.25,1.0,1,0,0,1,0,0,0,1
803,1,1,11.0,1,2,120.0,0.0,2,1,0,1,1,0,0,0
804,1,3,0.42,0,1,8.5167,0.0,0,1,0,0,1,0,0,0
805,1,3,27.0,0,0,6.975,1.0,0,1,0,1,0,0,1,0
806,0,3,31.0,0,0,7.775,1.0,0,1,0,1,0,0,1,0
807,0,1,39.0,0,0,0.0,1.0,0,1,0,1,0,0,1,0
808,0,3,18.0,0,0,7.775,1.0,0,0,0,1,0,1,0,0
809,0,2,39.0,0,0,13.0,1.0,1,1,0,1,0,0,1,0
810,1,1,33.0,1,0,53.1,1.0,2,0,0,1,0,0,0,1
811,0,3,26.0,0,0,7.8875,1.0,0,1,0,1,0,0,1,0
812,0,3,39.0,0,0,24.15,1.0,1,1,0,1,0,0,1,0
813,0,2,35.0,0,0,10.5,1.0,0,1,0,1,0,0,1,0
814,0,3,6.0,4,2,31.275,0.0,1,0,0,1,0,1,0,0
815,0,3,30.5,0,0,8.05,1.0,0,1,0,1,0,0,1,0
816,0,1,,0,0,0.0,,0,1,0,1,0,0,1,0
817,0,3,23.0,0,0,7.925,1.0,0,0,0,1,0,1,0,0
818,0,2,31.0,1,1,37.0042,1.0,1,1,0,0,0,0,1,0
819,0,3,43.0,0,0,6.45,1.0,0,1,0,1,0,0,1,0
820,0,3,10.0,3,2,27.9,0.0,1,1,0,1,1,0,0,0
821,1,1,52.0,1,1,93.5,1.0,2,0,0,1,0,0,0,1
822,1,3,27.0,0,0,8.6625,1.0,0,1,0,1,0,0,1,0
823,0,1,38.0,0,0,0.0,1.0,0,1,0,1,0,0,0,0
824,1,3,27.0,0,1,12.475,1.0,1,0,0,1,0,0,0,1
825,0,3,2.0,4,1,39.6875,0.0,1,1,0,1,1,0,0,0
826,0,3,,0,0,6.95,,0,1,1,0,0,0,1,0
827,0,3,,0,0,56.4958,,2,1,0,1,0,0,1,0
828,1,2,1.0,0,2,37.0042,0.0,1,1,0,0,1,0,0,0
829,1,3,,0,0,7.75,,0,1,1,0,0,0,1,0
830,1,1,62.0,0,0,80.0,2.0,2,0,0,1,0,0,0,1
831,1,3,15.0,1,0,14.4542,0.0,1,0,0,0,0,0,0,1
832,1,2,0.83,1,1,18.75,0.0,1,1,0,1,1,0,0,0
833,0,3,,0,0,7.2292,,0,1,0,0,0,0,1,0
834,0,3,23.0,0,0,7.8542,1.0,0,1,0,1,0,0,1,0
835,0,3,18.0,0,0,8.3,1.0,0,1,0,1,0,0,1,0
836,1,1,39.0,1,1,83.1583,1.0,2,0,0,0,0,1,0,0
837,0,3,21.0,0,0,8.6625,1.0,0,1,0,1,0,0,1,0
838,0,3,,0,0,8.05,,0,1,0,1,0,0,1,0
839,1,3,32.0,0,0,56.4958,1.0,2,1,0,1,0,0,1,0
840,1,1,,0,0,29.7,,1,1,0,0,0,0,1,0
841,0,3,20.0,0,0,7.925,1.0,0,1,0,1,0,0,1,0
842,0,2,16.0,0,0,10.5,1.0,0,1,0,1,0,0,1,0
843,1,1,30.0,0,0,31.0,1.0,1,0,0,0,0,1,0,0
844,0,3,34.5,0,0,6.4375,1.0,0,1,0,0,0,0,1,0
845,0,3,17.0,0,0,8.6625,1.0,0,1,0,1,0,0,1,0
846,0,3,42.0,0,0,7.55,1.0,0,1,0,1,0,0,1,0
847,0,3,,8,2,69.55,,2,1,0,1,0,0,1,0
848,0,3,35.0,0,0,7.8958,1.0,0,1,0,0,0,0,1,0
849,0,2,28.0,0,1,33.0,1.0,1,1,0,1,0,0,0,0
850,1,1,,1,0,89.1042,,2,0,0,0,0,0,0,1
851,0,3,4.0,4,2,31.275,0.0,1,1,0,1,1,0,0,0
852,0,3,74.0,0,0,7.775,2.0,0,1,0,1,0,0,1,0
853,0,3,9.0,1,1,15.2458,0.0,1,0,0,0,0,1,0,0
854,1,1,16.0,0,1,39.4,1.0,1,0,0,1,0,1,0,0
855,0,2,44.0,1,0,26.0,1.0,1,0,0,1,0,0,0,1
856,1,3,18.0,0,1,9.35,1.0,0,0,0,1,0,0,0,1
857,1,1,45.0,1,1,164.8667,1.0,2,0,0,1,0,0,0,1
858,1,1,51.0,0,0,26.55,1.0,1,1,0,1,0,0,1,0
859,1,3,24.0,0,3,19.2583,1.0,1,0,0,0,0,0,0,1
860,0,3,,0,0,7.2292,,0,1,0,0,0,0,1,0
861,0,3,41.0,2,0,14.1083,1.0,1,1,0,1,0,0,1,0
862,0,2,21.0,1,0,11.5,1.0,1,1,0,1,0,0,1,0
863,1,1,48.0,0,0,25.9292,1.0,1,0,0,1,0,0,0,1
864,0,3,,8,2,69.55,,2,0,0,1,0,1,0,0
865,0,2,24.0,0,0,13.0,1.0,1,1,0,1,0,0,1,0
866,1,2,42.0,0,0,13.0,1.0,1,0,0,1,0,0,0,1
867,1,2,27.0,1,0,13.8583,1.0,1,0,0,0,0,1,0,0
868,0,1,31.0,0,0,50.4958,1.0,2,1,0,1,0,0,1,0
869,0,3,,0,0,9.5,,0,1,0,1,0,0,1,0
870,1,3,4.0,1,1,11.1333,0.0,1,1,0,1,1,0,0,0
871,0,3,26.0,0,0,7.8958,1.0,0,1,0,1,0,0,1,0
872,1,1,47.0,1,1,52.5542,1.0,2,0,0,1,0,0,0,1
873,0,1,33.0,0,0,5.0,1.0,0,1,0,1,0,0,1,0
874,0,3,47.0,0,0,9.0,1.0,0,1,0,1,0,0,1,0
875,1,2,28.0,1,0,24.0,1.0,1,0,0,0,0,0,0,1
876,1,3,15.0,0,0,7.225,0.0,0,0,0,0,0,1,0,0
877,0,3,20.0,0,0,9.8458,1.0,0,1,0,1,0,0,1,0
878,0,3,19.0,0,0,7.8958,1.0,0,1,0,1,0,0,1,0
879,0,3,,0,0,7.8958,,0,1,0,1,0,0,1,0
880,1,1,56.0,0,1,83.1583,2.0,2,0,0,0,0,0,0,1
881,1,2,25.0,0,1,26.0,1.0,1,0,0,1,0,0,0,1
882,0,3,33.0,0,0,7.8958,1.0,0,1,0,1,0,0,1,0
883,0,3,22.0,0,0,10.5167,1.0,0,0,0,1,0,1,0,0
884,0,2,28.0,0,0,10.5,1.0,0,1,0,1,0,0,1,0
885,0,3,25.0,0,0,7.05,1.0,0,1,0,1,0,0,1,0
886,0,3,39.0,0,5,29.125,1.0,1,0,1,0,0,0,0,1
887,0,2,27.0,0,0,13.0,1.0,1,1,0,1,0,0,0,0
888,1,1,19.0,0,0,30.0,1.0,1,0,0,1,0,1,0,0
889,0,3,,1,2,23.45,,1,0,0,1,0,1,0,0
890,1,1,26.0,0,0,30.0,1.0,1,1,0,0,0,0,1,0
891,0,3,32.0,0,0,7.75,1.0,0,1,1,0,0,0,1,0
